1	0.750131	0.00610381
2	0.759008	0.00657602
3	0.762213	0.00745516
4	0.76192	0.00556258
6	0.760693	0.00644818
8	0.762414	0.00922836
10	0.763691	0.00957281
12	0.767966	0.00377922
16	0.764597	0.00709604
25	0.761039	0.00571642
32	0.763394	0.0064251
45	0.75882	0.00802284
64	0.768634	0.00578176
90	0.763165	0.00948625
