13	8192	25	0.166	-14.239851	0.351875	0.754727	0.737073	0.610026	0.667558	1183
16	8192	25	0.166	-14.244253	0.353025	0.767671	0.750606	0.615025	0.676085	1195
11	8192	25	0.166	-14.222155	0.352685	0.762110	0.741259	0.608836	0.668553	1198
12	8192	25	0.166	-14.253406	0.351866	0.761716	0.745246	0.612848	0.672593	1209
14	8192	25	0.166	-14.233678	0.354181	0.741029	0.735956	0.603964	0.663459	1220
15	8192	25	0.166	-14.236227	0.352594	0.766741	0.746929	0.614005	0.673976	1243
3	4096	25	0.166	-13.554553	0.356734	0.760053	0.736343	0.608907	0.666589	1370
6	4096	25	0.166	-13.549843	0.352143	0.746495	0.728176	0.599056	0.657335	1376
2	4096	25	0.166	-13.560230	0.354710	0.749332	0.737957	0.605481	0.665187	1386
9	4096	25	0.166	-13.548847	0.352806	0.749685	0.733485	0.605197	0.663194	1396
1	4096	25	0.166	-13.561703	0.357340	0.738019	0.723593	0.597572	0.654572	1396
7	4096	25	0.166	-13.541658	0.351369	0.744890	0.726058	0.597397	0.655473	1410
4	4096	25	0.166	-13.524225	0.356919	0.748595	0.734149	0.598885	0.659654	1415
5	4096	25	0.166	-13.495776	0.351375	0.738483	0.720182	0.593152	0.650524	1422
8	4096	25	0.166	-13.503673	0.352810	0.755618	0.730395	0.598869	0.658125	1423
10	4096	25	0.166	-13.530670	0.349440	0.753924	0.736460	0.605185	0.664401	1433
21	16384	25	0.166	-14.880695	0.357416	0.762514	0.746668	0.618228	0.676405	1095
22	16384	25	0.166	-14.859921	0.357696	0.757412	0.737407	0.602994	0.663461	1122
20	8192	25	0.166	-14.241069	0.352805	0.752799	0.742092	0.612736	0.671239	1179
18	8192	25	0.166	-14.252267	0.354965	0.755734	0.741553	0.604986	0.666344	1213
17	8192	25	0.166	-14.233328	0.349326	0.758604	0.740570	0.609345	0.668579	1227
19	8192	25	0.166	-14.239786	0.349880	0.761848	0.739766	0.612072	0.669888	1220
25	16384	25	0.166	-14.877132	0.358966	0.756360	0.743305	0.608392	0.669115	1069
31	32768	25	0.166	-15.500465	0.363062	0.759196	0.743512	0.610125	0.670247	1043
23	16384	25	0.166	-14.866500	0.356554	0.770885	0.750521	0.610206	0.673129	1108
24	16384	25	0.166	-14.876756	0.360458	0.741955	0.731813	0.600081	0.659433	1105
27	16384	25	0.166	-14.883320	0.359440	0.749486	0.738818	0.604956	0.665220	1101
32	32768	25	0.166	-15.498506	0.363019	0.774869	0.753289	0.620991	0.680772	1065
26	16384	25	0.166	-14.880114	0.359365	0.771587	0.754190	0.621725	0.681581	1121
29	16384	25	0.166	-14.867219	0.358205	0.741102	0.738493	0.603376	0.664132	1106
28	16384	25	0.166	-14.886495	0.360325	0.773122	0.752147	0.622133	0.680990	1124
30	16384	25	0.166	-14.854981	0.357143	0.761315	0.741546	0.612251	0.670725	1125
33	32768	25	0.166	-15.496322	0.364054	0.769711	0.747425	0.618982	0.677167	986
35	32768	25	0.166	-15.499745	0.367755	0.753736	0.737734	0.605042	0.664832	1017
34	32768	25	0.166	-15.502941	0.366424	0.750732	0.738864	0.609715	0.668105	1061
37	32768	25	0.166	-15.519928	0.364465	0.749419	0.740967	0.605238	0.666260	1031
38	32768	25	0.166	-15.510803	0.364838	0.748705	0.736744	0.611450	0.668275	1029
36	32768	25	0.166	-15.499743	0.360594	0.771241	0.751103	0.620309	0.679469	1056
43	65536	25	0.166	-16.142986	0.368402	0.760313	0.742917	0.608545	0.669051	1010
44	65536	25	0.166	-16.142244	0.371392	0.761135	0.749738	0.615767	0.676181	1012
39	32768	25	0.166	-15.491101	0.359653	0.755697	0.747492	0.618434	0.676866	1056
40	32768	25	0.166	-15.499934	0.360979	0.761321	0.746502	0.610930	0.671946	1046
41	65536	25	0.166	-16.129162	0.378986	0.751638	0.738731	0.605737	0.665656	1034
45	65536	25	0.166	-16.133784	0.372608	0.753942	0.739564	0.608521	0.667673	1014
42	65536	25	0.166	-16.142760	0.374097	0.758959	0.746656	0.613184	0.673370	1054
46	65536	25	0.166	-16.156802	0.372755	0.763479	0.748942	0.613679	0.674597	1019
47	65536	25	0.166	-16.142499	0.373663	0.747459	0.737715	0.610955	0.668378	1015
48	65536	25	0.166	-16.139370	0.374170	0.761004	0.748350	0.613047	0.673975	1009
