2	0.387082	0.0107345
3	0.651989	0.0128817
4	0.69321	0.0142422
6	0.73165	0.00887254
8	0.746378	0.00788568
11	0.753133	0.00650409
16	0.756103	0.00776572
25	0.755389	0.00547888
32	0.760176	0.00652301
45	0.757887	0.0056168
64	0.763261	0.00424997
90	0.757464	0.00944713
128	0.764301	0.00695781
180	0.761698	0.00722627
256	0.766407	0.00554945
