3	rpart.scode.gz	1	1	0.482947	0.744669721222117	0.741030003134985	0.613872978084221	0.671484676290097	6
1	rpart.scode.gz	1	1	0.482153	0.739306642039384	0.732389887514086	0.597040301024231	0.65782510834853	7
15	rpart.scode.gz	1	1	0.501427	0.716434110376344	0.715090348984288	0.596617814435842	0.650503904805723	7
7	rpart.scode.gz	1	1	0.493307	0.756045072016058	0.741344113563973	0.618689547967954	0.674486032930929	7
9	rpart.scode.gz	1	1	0.507282	0.741074456067053	0.729569254069437	0.608479187988304	0.663545045670696	7
11	rpart.scode.gz	1	1	0.487096	0.746567884910621	0.73680869198137	0.606166944904208	0.665133546030613	7
17	rpart.scode.gz	1	1	0.494817	0.72881647619713	0.722718302974051	0.595724656989643	0.653105407231586	7
19	rpart.scode.gz	1	1	0.492192	0.71887752754808	0.721017930955558	0.593226317572231	0.650909163290542	7
13	rpart.scode.gz	1	1	0.480410	0.75437097343082	0.742547815120676	0.612140452587374	0.671067383472307	7
5	rpart.scode.gz	1	1	0.492243	0.73567303874878	0.733129077872673	0.607754131288833	0.664580215190722	7
23	rpart.scode.gz	1	2	0.497656	0.735651739784591	0.727355610737392	0.604753912479285	0.660412892019614	6
21	rpart.scode.gz	1	2	0.480845	0.74658577604054	0.733435803639564	0.60629373904855	0.663831798242624	7
29	rpart.scode.gz	1	2	0.492344	0.757294043276087	0.741459779228076	0.614464602347714	0.672015039468095	7
25	rpart.scode.gz	1	2	0.477804	0.752830632340688	0.744289095008342	0.611100225528973	0.671150682577377	7
27	rpart.scode.gz	1	2	0.485131	0.738954783150986	0.728363989545611	0.596870885612675	0.656093900994787	7
31	rpart.scode.gz	1	2	0.491785	0.723642531816393	0.726367025889744	0.603759755019071	0.659412597204427	7
35	rpart.scode.gz	1	2	0.476805	0.753829127781858	0.735548010603828	0.604069007496109	0.66335639324947	6
33	rpart.scode.gz	1	2	0.483054	0.740920251566326	0.733326385775838	0.601902026711546	0.661146263383158	6
37	rpart.scode.gz	1	2	0.481233	0.760244375795516	0.751906092693193	0.626406271865136	0.683442598975092	7
39	rpart.scode.gz	1	2	0.482594	0.746780874552509	0.736596289494442	0.60891480599398	0.666697418129545	6
8	rpart.scode.gz	0	1	0.482070	0.767511582376726	0.753664435157071	0.621707180734964	0.681355621691836	35
18	rpart.scode.gz	0	1	0.485575	0.750933320610752	0.739069648506742	0.609658830336868	0.668155740038091	38
2	rpart.scode.gz	0	1	0.495101	0.729676954350356	0.725111826956549	0.598729259620038	0.655887888202829	40
