63	10	-12.800413	0.329567	0.775796	0.757140	0.625019	0.684765	2491
65	10	-12.800367	0.326116	0.778695	0.761310	0.624606	0.686216	2305
66	10	-12.799665	0.328872	0.756847	0.746313	0.609399	0.670943	2309
68	10	-12.800178	0.327435	0.764896	0.753297	0.619330	0.679776	2392
69	10	-12.800283	0.328148	0.766804	0.757406	0.624390	0.684496	2400
67	10	-12.799939	0.328951	0.749643	0.747901	0.610619	0.672324	2494
70	10	-12.799430	0.329400	0.769607	0.755235	0.617810	0.679646	2383
73	12	-12.801330	0.326079	0.772731	0.758737	0.620477	0.682677	2510
71	12	-12.802257	0.330749	0.770712	0.757691	0.620120	0.682037	2564
72	12	-12.802082	0.325961	0.770963	0.759460	0.622944	0.684462	2601
74	12	-12.801325	0.327336	0.771584	0.759573	0.627035	0.686970	2675
75	12	-12.801665	0.329899	0.761516	0.753962	0.617907	0.679188	2831
77	12	-12.801477	0.324040	0.770198	0.757922	0.619673	0.681860	2532
76	12	-12.801469	0.329836	0.766527	0.752233	0.613680	0.675929	2738
80	12	-12.801807	0.326010	0.768111	0.759584	0.620947	0.683304	2372
79	12	-12.801450	0.327142	0.765197	0.756233	0.619821	0.681266	2490
78	12	-12.801523	0.331122	0.762121	0.756315	0.624164	0.683914	2683
82	16	-12.802960	0.329980	0.767186	0.761385	0.625005	0.686487	3071
81	16	-12.801992	0.327871	0.757418	0.751266	0.614977	0.676324	3183
83	16	-12.803455	0.326611	0.756768	0.748970	0.617336	0.676812	3104
84	16	-12.802090	0.328533	0.773269	0.761675	0.621428	0.684441	3120
85	16	-12.803805	0.325088	0.769797	0.757114	0.621274	0.682500	3167
86	16	-12.802563	0.329971	0.764315	0.751325	0.617614	0.677940	3257
89	16	-12.802254	0.328893	0.770515	0.755642	0.617792	0.679799	3159
90	16	-12.803573	0.331190	0.766082	0.761344	0.629897	0.689411	3084
88	16	-12.802886	0.327181	0.770502	0.758414	0.622962	0.684047	3279
87	16	-12.802752	0.327151	0.750120	0.743619	0.609445	0.669880	3323
91	25	-12.803432	0.328809	0.768177	0.759370	0.631566	0.689596	4204
93	25	-12.804272	0.329268	0.749753	0.752403	0.617485	0.678300	4266
92	25	-12.804014	0.326952	0.758102	0.750175	0.617325	0.677297	4620
96	25	-12.804375	0.330060	0.755727	0.748956	0.614688	0.675212	4253
94	25	-12.804938	0.327845	0.766180	0.758181	0.625621	0.685552	4438
95	25	-12.804337	0.326247	0.765037	0.753707	0.616037	0.677954	4501
98	25	-12.803476	0.329159	0.754900	0.749348	0.617589	0.677119	4453
97	25	-12.805088	0.327261	0.763135	0.753480	0.622752	0.681907	4629
99	25	-12.804307	0.328537	0.765169	0.756098	0.621246	0.682071	4310
100	25	-12.804374	0.327344	0.764210	0.753613	0.624434	0.682969	4642
101	32	-12.804985	0.325357	0.771554	0.761148	0.628134	0.688273	5069
103	32	-12.805584	0.323837	0.766892	0.757430	0.617119	0.680113	5146
102	32	-12.805094	0.327310	0.758806	0.748580	0.615309	0.675433	5397
104	32	-12.805275	0.325589	0.754698	0.748812	0.613294	0.674312	5226
106	32	-12.804858	0.325853	0.755928	0.754902	0.623966	0.683217	5272
105	32	-12.804362	0.328746	0.755807	0.748198	0.611094	0.672731	5452
107	32	-12.804878	0.330935	0.761262	0.756188	0.623039	0.683186	5207
108	32	-12.805325	0.323827	0.768882	0.759085	0.624041	0.684970	5327
109	32	-12.805036	0.326769	0.770629	0.764979	0.626801	0.689031	5446
110	32	-12.805167	0.326400	0.769478	0.757196	0.627154	0.686067	5381
111	45	-12.805730	0.328110	0.744956	0.751566	0.618361	0.678487	6675
112	45	-12.805766	0.327859	0.755861	0.751373	0.619240	0.678937	7006
115	45	-12.805764	0.328468	0.755687	0.751240	0.618702	0.678559	6729
114	45	-12.805974	0.327025	0.763826	0.755754	0.622760	0.682841	7086
113	45	-12.805469	0.325018	0.773085	0.757116	0.618601	0.680885	7358
116	45	-12.805911	0.326901	0.770216	0.760118	0.624236	0.685508	7067
117	45	-12.805228	0.328855	0.751565	0.748115	0.617368	0.676482	7175
118	45	-12.805494	0.324134	0.761095	0.751581	0.614370	0.676084	7135
119	45	-12.805462	0.329166	0.755611	0.753440	0.614701	0.677036	7348
120	45	-12.805511	0.325729	0.756300	0.752385	0.616189	0.677510	7594
121	64	-12.806121	0.325901	0.776311	0.764242	0.633944	0.693022	9576
122	64	-12.805903	0.326080	0.777194	0.763198	0.629313	0.689819	9735
123	64	-12.806017	0.330342	0.761787	0.750493	0.615340	0.676230	9428
124	64	-12.806197	0.325784	0.759014	0.751966	0.617911	0.678379	9477
125	64	-12.806352	0.330007	0.766841	0.751991	0.617209	0.677966	9685
126	64	-12.806071	0.326466	0.764019	0.756487	0.620486	0.681770	9710
127	64	-12.805848	0.324522	0.766518	0.751754	0.614740	0.676378	9695
128	64	-12.806452	0.328019	0.769382	0.755791	0.616617	0.679147	9583
129	64	-12.806123	0.322797	0.773356	0.762444	0.628253	0.688874	9728
130	64	-12.806251	0.328586	0.771921	0.757046	0.618197	0.680612	9882
131	90	-12.805803	0.322021	0.776200	0.762449	0.629501	0.689626	13455
132	90	-12.805821	0.326323	0.744414	0.750152	0.619480	0.678583	13253
133	90	-12.805356	0.328259	0.765197	0.757834	0.626388	0.685870	13072
134	90	-12.806066	0.326901	0.753524	0.749520	0.618788	0.677909	13248
135	90	-12.806050	0.327202	0.777463	0.767469	0.632361	0.693395	13205
136	90	-12.805475	0.328112	0.763010	0.752490	0.619567	0.679590	13281
138	90	-12.806098	0.328047	0.757326	0.751616	0.616435	0.677346	12594
137	90	-12.805650	0.323327	0.762351	0.757473	0.620442	0.682144	13247
139	90	-12.806032	0.324737	0.762538	0.757487	0.621239	0.682631	12831
140	90	-12.805992	0.324477	0.769622	0.760492	0.624433	0.685779	12898
